amine,carboxylic acid,product,conversion,gt,pred,prob
CC(NC(C)c1ccccc1)c1ccccc1,O=C/C(Cl)=C(\Cl)C(=O)O,CC(c1ccccc1)N(C(=O)/C(Cl)=C(\Cl)C=O)C(C)c1ccccc1,0,0,0,0.14029014
Nc1ccccc1-c1nc2ccccc2[nH]1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)Nc1ccccc1-c1nc2ccccc2[nH]1,0,0,0,0.3226857
NN(Cc1ccccc1)c1ccccc1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)NN(Cc1ccccc1)c1ccccc1,0,0,0,0.22725433
c1ccc2sc(N3CCNCC3)nc2c1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)N1CCN(c2nc3ccccc3s2)CC1,0,0,1,0.7345502
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,0,0,0,0.40386772
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,O=C/C(Cl)=C(\Cl)C(=O)O,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)/C(Cl)=C(\Cl)C=O)C(C)(C)C1,0,0,0,0.114042476
C1=Cc2ccccc2NCc2ccccc21,O=C/C(Cl)=C(\Cl)C(=O)O,O=CC(Cl)=C(Cl)C(=O)N1Cc2ccccc2C=Cc2ccccc21,0,0,0,0.14180359
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,0,0,0,0.12919635
Cc1onc(N)c1C,O=C/C(Cl)=C(\Cl)C(=O)O,Cc1onc(NC(=O)/C(Cl)=C(\Cl)C=O)c1C,0,0,0,0.053898882
Nc1ccccc1C#Cc1ccccc1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)Nc1ccccc1C#Cc1ccccc1,0,0,0,0.2238886
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,O=C/C(Cl)=C(\Cl)C(=O)O,CCOc1cc(NC(=O)/C(Cl)=C(\Cl)C=O)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.027704641
OC(c1ccccc1)(c1ccccc1)C1CCCN1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)N1CCCC1C(O)(c1ccccc1)c1ccccc1,0,0,0,0.24908754
C1CCC(NC2CCCCC2)CC1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)N(C1CCCCC1)C1CCCCC1,0,0,0,0.13734345
COc1cccc(Nc2ccccc2)c1,O=C/C(Cl)=C(\Cl)C(=O)O,COc1cccc(N(C(=O)/C(Cl)=C(\Cl)C=O)c2ccccc2)c1,0,0,0,0.07965603
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0,0,1,0.6501051
COc1cccc(C(N)=S)c1,O=C/C(Cl)=C(\Cl)C(=O)O,COc1cccc(C(=S)NC(=O)/C(Cl)=C(\Cl)C=O)c1,0,0,0,0.024761854
CC(N)c1ccccc1Br,O=C/C(Cl)=C(\Cl)C(=O)O,CC(NC(=O)/C(Cl)=C(\Cl)C=O)c1ccccc1Br,0,0,0,0.26211387
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F)OCC1c2ccccc2-c2ccccc21,0,0,0,0.1559589
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)N1CCCC1C(O)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)OCC1c2ccccc2-c2ccccc21,0,0,0,0.30795625
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,CC(Oc1cc(Br)cnc1NC(=O)c1ccccc1NC(=O)OCC1c2ccccc2-c2ccccc21)c1c(Cl)ccc(F)c1Cl,0,0,0,0.20977327
CC(NC(C)c1ccccc1)c1ccccc1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,CC(c1ccccc1)N(C(=O)c1ccccc1NC(=O)OCC1c2ccccc2-c2ccccc21)C(C)c1ccccc1,0,0,0,0.34723178
Nc1ccccc1-c1nc2ccccc2[nH]1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)Nc1ccccc1-c1nc2ccccc2[nH]1)OCC1c2ccccc2-c2ccccc21,17.1,0,1,0.54626155
NN(Cc1ccccc1)c1ccccc1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)NN(Cc1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21,0,0,1,0.50442725
c1ccc2sc(N3CCNCC3)nc2c1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)N1CCN(c2nc3ccccc3s2)CC1)OCC1c2ccccc2-c2ccccc21,95.3,1,1,0.7709514
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)OCC1c2ccccc2-c2ccccc21,8.5,0,1,0.67880106
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)c2ccccc2NC(=O)OCC2c3ccccc3-c3ccccc32)C(C)(C)C1,0,0,0,0.2568263
C1=Cc2ccccc2NCc2ccccc21,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)N1Cc2ccccc2C=Cc2ccccc21)OCC1c2ccccc2-c2ccccc21,0,0,0,0.27367362
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1)OCC1c2ccccc2-c2ccccc21,0,0,0,0.32355133
Cc1onc(N)c1C,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,Cc1onc(NC(=O)c2ccccc2NC(=O)OCC2c3ccccc3-c3ccccc32)c1C,22.1,1,0,0.25501168
Nc1ccccc1C#Cc1ccccc1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)Nc1ccccc1C#Cc1ccccc1)OCC1c2ccccc2-c2ccccc21,0,0,0,0.45452774
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,CCOc1cc(NC(=O)c2ccccc2NC(=O)OCC2c3ccccc3-c3ccccc32)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.16750732
OC(c1ccccc1)(c1ccccc1)C1CCCN1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)N1CCCC1C(O)(c1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21,0,0,0,0.42320153
C1CCC(NC2CCCCC2)CC1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)N(C1CCCCC1)C1CCCCC1)OCC1c2ccccc2-c2ccccc21,0,0,0,0.41068435
COc1cccc(Nc2ccccc2)c1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,COc1cccc(N(C(=O)c2ccccc2NC(=O)OCC2c3ccccc3-c3ccccc32)c2ccccc2)c1,0,0,0,0.27243537
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1)OCC1c2ccccc2-c2ccccc21,81.82,1,1,0.70233786
COc1cccc(C(N)=S)c1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,COc1cccc(C(=S)NC(=O)c2ccccc2NC(=O)OCC2c3ccccc3-c3ccccc32)c1,0,0,0,0.29123744
CC(N)c1ccccc1Br,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,CC(NC(=O)c1ccccc1NC(=O)OCC1c2ccccc2-c2ccccc21)c1ccccc1Br,80.9,1,1,0.7131554
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)Nc2c(F)c(F)c(-c3c(F)c(F)c(F)c(F)c3F)c(F)c2F)cn1CC(OC)OC,0,0,0,0.14634506
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)N2CCCC2C(O)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cn1CC(OC)OC,100,1,1,0.5316081
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)Nc2ncc(Br)cc2OC(C)c2c(Cl)ccc(F)c2Cl)cn1CC(OC)OC,10.7,0,0,0.19901587
CC(NC(C)c1ccccc1)c1ccccc1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)N(C(C)c2ccccc2)C(C)c2ccccc2)cn1CC(OC)OC,0,0,0,0.48848903
Nc1ccccc1-c1nc2ccccc2[nH]1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)Nc2ccccc2-c2nc3ccccc3[nH]2)cn1CC(OC)OC,82.2,1,1,0.7907679
NN(Cc1ccccc1)c1ccccc1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)NN(Cc2ccccc2)c2ccccc2)cn1CC(OC)OC,0,0,1,0.6497685
c1ccc2sc(N3CCNCC3)nc2c1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)N2CCN(c3nc4ccccc4s3)CC2)cn1CC(OC)OC,100,1,1,0.94649583
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)Nc2cc(-c3ccccc3)c(O)c(-c3ccccc3)c2)cn1CC(OC)OC,73.6,1,1,0.8929319
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)c2cn(CC(OC)OC)c(C(=O)OC)c(OCc3ccccc3)c2=O)C(C)(C)C1,0,0,0,0.1376029
C1=Cc2ccccc2NCc2ccccc21,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)N2Cc3ccccc3C=Cc3ccccc32)cn1CC(OC)OC,88.8,1,1,0.6249125
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)Nc2ccccc2C(=O)Oc2ccc([N+](=O)[O-])cc2)cn1CC(OC)OC,8,0,0,0.4257589
Cc1onc(N)c1C,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)Nc2noc(C)c2C)cn1CC(OC)OC,57.4,1,0,0.31717366
Nc1ccccc1C#Cc1ccccc1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)Nc2ccccc2C#Cc2ccccc2)cn1CC(OC)OC,88.6,1,1,0.66814333
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,CCOc1cc(NC(=O)c2cn(CC(OC)OC)c(C(=O)OC)c(OCc3ccccc3)c2=O)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,5.65,0,0,0.17535856
OC(c1ccccc1)(c1ccccc1)C1CCCN1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)N2CCCC2C(O)(c2ccccc2)c2ccccc2)cn1CC(OC)OC,100,1,1,0.65661466
C1CCC(NC2CCCCC2)CC1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)N(C2CCCCC2)C2CCCCC2)cn1CC(OC)OC,23.3,1,1,0.5279141
COc1cccc(Nc2ccccc2)c1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)N(c2ccccc2)c2cccc(OC)c2)cn1CC(OC)OC,0,0,0,0.36370346
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)N2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cn1CC(OC)OC,100,1,1,0.8872179
COc1cccc(C(N)=S)c1,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)NC(=S)c2cccc(OC)c2)cn1CC(OC)OC,0,0,0,0.2864523
CC(N)c1ccccc1Br,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)O)cn1CC(OC)OC,COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)NC(C)c2ccccc2Br)cn1CC(OC)OC,100,1,1,0.8836651
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)Nc1c(F)c(F)c(-c3c(F)c(F)c(F)c(F)c3F)c(F)c1F)c(C)n2C(=O)c1ccc(Cl)cc1,0,0,0,0.036453426
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)N1CCCC1C(O)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,100,1,0,0.34303582
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)Nc1ncc(Br)cc1OC(C)c1c(Cl)ccc(F)c1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,0,0,0,0.052343816
CC(NC(C)c1ccccc1)c1ccccc1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)N(C(C)c1ccccc1)C(C)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,0,0,0,0.1087431
Nc1ccccc1-c1nc2ccccc2[nH]1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)Nc1ccccc1-c1nc3ccccc3[nH]1)c(C)n2C(=O)c1ccc(Cl)cc1,72.5,1,1,0.57543886
NN(Cc1ccccc1)c1ccccc1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)NN(Cc1ccccc1)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,100,1,0,0.46020713
c1ccc2sc(N3CCNCC3)nc2c1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)N1CCN(c3nc4ccccc4s3)CC1)c(C)n2C(=O)c1ccc(Cl)cc1,100,1,1,0.670192
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)Nc1cc(-c3ccccc3)c(O)c(-c3ccccc3)c1)c(C)n2C(=O)c1ccc(Cl)cc1,85.8,1,1,0.55032176
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)C(C)(C)C1,0,0,0,0.021077715
C1=Cc2ccccc2NCc2ccccc21,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)N1Cc3ccccc3C=Cc3ccccc31)c(C)n2C(=O)c1ccc(Cl)cc1,0,0,0,0.19393894
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1)c(C)n2C(=O)c1ccc(Cl)cc1,0,0,0,0.14741631
Cc1onc(N)c1C,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)Nc1noc(C)c1C)c(C)n2C(=O)c1ccc(Cl)cc1,0,0,0,0.18265848
Nc1ccccc1C#Cc1ccccc1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)Nc1ccccc1C#Cc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,28.8,1,0,0.36820313
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CCOc1cc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.21256135
OC(c1ccccc1)(c1ccccc1)C1CCCN1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)N1CCCC1C(O)(c1ccccc1)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,0,0,0,0.47802112
C1CCC(NC2CCCCC2)CC1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)N(C1CCCCC1)C1CCCCC1)c(C)n2C(=O)c1ccc(Cl)cc1,11.9,0,0,0.16676551
COc1cccc(Nc2ccccc2)c1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1cccc(N(C(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)c2ccccc2)c1,0,0,0,0.12059344
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)N1CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC1)c(C)n2C(=O)c1ccc(Cl)cc1,92.2,1,1,0.7427363
COc1cccc(C(N)=S)c1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1cccc(C(=S)NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)c1,0,0,0,0.13498391
CC(N)c1ccccc1Br,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)NC(C)c1ccccc1Br)c(C)n2C(=O)c1ccc(Cl)cc1,73.41,1,1,0.6485887
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F)c1cc(=O)c2cc(Br)ccc2o1,0,0,0,0.099652745
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(c1cc(=O)c2cc(Br)ccc2o1)N1CCCC1C(O)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,7.8,0,0,0.3077937
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,CC(Oc1cc(Br)cnc1NC(=O)c1cc(=O)c2cc(Br)ccc2o1)c1c(Cl)ccc(F)c1Cl,0,0,0,0.1845375
CC(NC(C)c1ccccc1)c1ccccc1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,CC(c1ccccc1)N(C(=O)c1cc(=O)c2cc(Br)ccc2o1)C(C)c1ccccc1,0,0,0,0.3211817
Nc1ccccc1-c1nc2ccccc2[nH]1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(Nc1ccccc1-c1nc2ccccc2[nH]1)c1cc(=O)c2cc(Br)ccc2o1,12.68,0,1,0.5006405
NN(Cc1ccccc1)c1ccccc1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(NN(Cc1ccccc1)c1ccccc1)c1cc(=O)c2cc(Br)ccc2o1,11,0,0,0.4747962
c1ccc2sc(N3CCNCC3)nc2c1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(c1cc(=O)c2cc(Br)ccc2o1)N1CCN(c2nc3ccccc3s2)CC1,27.1,1,1,0.7367257
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)c1cc(=O)c2cc(Br)ccc2o1,0,0,1,0.6059776
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)c2cc(=O)c3cc(Br)ccc3o2)C(C)(C)C1,0,0,0,0.25605825
C1=Cc2ccccc2NCc2ccccc21,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(c1cc(=O)c2cc(Br)ccc2o1)N1Cc2ccccc2C=Cc2ccccc21,0,0,0,0.27116472
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1)c1cc(=O)c2cc(Br)ccc2o1,0,0,0,0.2645533
Cc1onc(N)c1C,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,Cc1onc(NC(=O)c2cc(=O)c3cc(Br)ccc3o2)c1C,0,0,0,0.24438967
Nc1ccccc1C#Cc1ccccc1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(Nc1ccccc1C#Cc1ccccc1)c1cc(=O)c2cc(Br)ccc2o1,0,0,0,0.35711464
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,CCOc1cc(NC(=O)c2cc(=O)c3cc(Br)ccc3o2)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.12514882
OC(c1ccccc1)(c1ccccc1)C1CCCN1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(c1cc(=O)c2cc(Br)ccc2o1)N1CCCC1C(O)(c1ccccc1)c1ccccc1,36.2,1,0,0.40789002
C1CCC(NC2CCCCC2)CC1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(c1cc(=O)c2cc(Br)ccc2o1)N(C1CCCCC1)C1CCCCC1,0,0,0,0.31420273
COc1cccc(Nc2ccccc2)c1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,COc1cccc(N(C(=O)c2cc(=O)c3cc(Br)ccc3o2)c2ccccc2)c1,0,0,0,0.14759675
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,O=C(c1cc(=O)c2cc(Br)ccc2o1)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,81.1,1,1,0.6576813
COc1cccc(C(N)=S)c1,O=C(O)c1cc(=O)c2cc(Br)ccc2o1,COc1cccc(C(=S)NC(=O)c2cc(=O)c3cc(Br)ccc3o2)c1,0,0,0,0.21542618
